like your gums were replaced with green peanut butter
3.12%:  green
0.00%:  like bright green sperm on
0.00%:  like when you get a new ret
0.00%:  ruining your teeth br
0.00%:  like green spit between your gum
0.00%:  like the green beans were
0.00%:  been up in your teeth gr
0.00%:  like there are tree bugs in
0.00%:  like when you eat 
0.00%:  like the peanut butter rug
0.00%:  a bug in
0.00%:  a bug in your smile
0.00%:  a bug in the
0.00%:  a bug in your teeth like
0.00%:  pretty lame but
0.00%:  like your teeth are big green nuts
0.00%:  like you were wearing teeth but
0.00%:  getting in the eyes
0.00%:  gotta be in
0.00%:  gotta be in there
0.00%:  gotta be in there like
0.00%:  gotta be in there super
0.00%:  between your teeth like get up
0.00%:  like between your gums when it
0.00%:  like you were eating gum the
0.00%:  like the time you were super br
0.00%:  like the pesto burger at
0.00%:  turning pretty
0.00%:  between your teeth like it was run up
0.00%:  been in your smile the
0.00%:  between lots
0.00%:  green like the trees we
0.00%:  like when your parents were t
0.00%:  between your gums at three
0.00%:  staying right
0.00%:  between the gaps in your grim
0.00%:  way up there in some
0.00%:  like it was put between your g
0.00%:  like a pesto tree grew there but
0.00%:  a bit like when you run
0.00%:  like peanut butter times reg
0.00%:  right between your sewage p
0.00%:  growing plants
0.00%:  like your teeth were amusing
0.00%:  not like my teeth are pure
0.00%:  like a green penis or
0.00%:  what you were up
0.00%:  getting up in your real
0.00%:  like a green person with
0.00%:  like when you wear green mitt
0.00%:  like a pretty green moh
0.00%:  more like the green bits are
0.00%:  like when you get peanut butter grim
0.00%:  tearing up the smile between
0.00%:  like a pretty bright green ne
0.00%:  like my teeth are we
0.00%:  like my teeth are weeping but
0.00%:  like my teeth are weeping bro
0.00%:  like rogue peas
0.00%:  like you put green between the
0.00%:  so g
0.00%:  so gree
0.00%:  up there in your k
0.00%:  stinky teeth
0.00%:  right between your gums like nature
0.00%:  like pesto in the green
0.00%:  rarely between
0.00%:  tearing your gums up but it
0.00%:  like pesto but green rather
0.00%:  some gr
0.00%:  taken the
0.00%:  like green peanut butter with s
0.00%:  like your teeth were being smug
0.00%:  between your teeth like its up
0.00%:  like it got up there between
0.00%:  awesome being
0.00%:  like the entire web re
0.00%:  like your entire teeth are up
0.00%:  pen
0.00%:  like when you put burgers in a
0.00%:  like your teeth are wet green p
0.00%:  tearing your gums there
0.00%:  like a story where time
0.00%:  like the time you ate up
0.00%:  tearing up your mug like there
0.00%:  like when your burger gets p
0.00%:  taking up the entire e
0.00%:  like where you get gr
0.00%:  like a green hor
0.00%:  like your teeth are sewn up
0.00%:  like when you get rum between
0.00%:  truly being
0.00%:  green writing
0.00%:  the smoking
0.00%:  better to email this
0.00%:  like the time you were pres
0.00%:  between the gum like you
0.00%:  lime green when
0.00%:  lime green when you get
0.00%:  like your teeth were super g
0.00%:  between your teeth like spam in
0.00%:  like when you get grim
0.00%:  being spoken
0.00%:  right in between your legume
0.00%:  like peanut butter ro
0.00%:  like peanut butter rogue
0.00%:  like when you get spam
0.00%:  pretty hurt
0.00%:  right up in between your mer
0.00%:  the big one
0.00%:  like you were eating butter sp
0.00%:  getting in your le
0.00%:  like between your teeth in a super m
0.00%:  like the peanut butter orgy in
0.00%:  in my best
0.00%:  news you
0.00%:  like when you get beer g
0.00%:  like your teeth gums are putting
0.00%:  like pesto rib
0.00%:  repeat
0.00%:  like a huge green monster p
0.00%:  a super big thing
0.00%:  been a rough twenty
0.00%:  right in between your guts
0.00%:  grab
0.00%:  like your teeth must be ter
0.00%:  super unt
0.00%:  like you were wearing g
0.00%:  a bit like where
0.00%:  a bit like where your
0.00%:  a bit like where you put
0.00%:  right between your gums like e
0.00%:  like green pee on
0.00%:  like the green between your r
0.00%:  like when you put ban
0.00%:  between your teeth in a super grime
0.00%:  like your new teeth are p
0.00%:  green up in here guys
0.00%:  a pretty big monster
0.00%:  like there were two em
0.00%:  like a white mouse
0.00%:  there trying
0.00%:  like in your teeth bru
0.00%:  between plenty
0.00%:  your tr
0.00%:  like sweat
0.00%:  neither lett
0.00%:  between your teeth like peanut g
0.00%:  between your teeth like peanut gum is
0.00%:  like peanut butter with some egg
0.00%:  barely per
0.00%:  either trying
0.00%:  like the green peanut butter guy is
0.00%:  like when you step in wet
0.00%:  like your teeth are twin green
0.00%:  super green in your m
0.00%:  not hur
0.00%:  a pretty big log there
0.00%:  like you were eating green h
0.00%:  not like they were super mean
0.00%:  like when you were putt
0.00%:  like your teeth are putting 
0.00%:  not the best met
0.00%:  time to get up earlier
0.00%:  like green peanut butter with your sm
0.00%:  like peanut butter on the eyes
0.00%:  like peanut butter in your s
0.00%:  tearing up my shower
0.00%:  like peanut butter where you wet
0.00%:  like hours
0.00%:  like your teeth were being reg
0.00%:  a pretty big green tu
0.00%:  ruining your teeth gre
0.00%:  right between your ew
0.00%:  like a huge burger in
0.00%:  more like a tub
0.00%:  like when your ear gets it
0.00%:  like you threw up a green tree but
0.00%:  warm in
0.00%:  like when you eat street
0.00%:  near your gum line where it gets
0.00%:  in some pretty un
0.00%:  great to get web
0.00%:  right up at your gums line
0.00%:  my polite
0.00%:  like when a guy gets up
0.00%:  like you were at the pre
0.00%:  my go
0.00%:  in your teeth like pubes
0.00%:  your teeth in a minute
0.00%:  gram
0.00%:  like the giant green worm
0.00%:  like between your teeth is re
0.00%:  been up there way more
0.00%:  like you threw up green beer
0.00%:  between your teeth like a super gig
0.00%:  like the green you get up
0.00%:  like a tree up there or
0.00%:  right in between your sp
0.00%:  between your teeth like gum tr
0.00%:  like a tiny storm
0.00%:  like a tiny storm between
0.00%:  like trash
0.00%:  like there are bugs in your gut
0.00%:  like peanut butter i
0.00%:  like a burger with some p
0.00%:  like runny egg po
0.00%:  like your teeth were super n
0.00%:  like your gums are bitten
0.00%:  like green peanut butter with or
0.00%:  oh
0.00%:  right up in between your ele
0.00%:  the ugliest number
0.00%:  your sp
0.00%:  sure gotten
0.00%:  not like a super huge bug
0.00%:  like a super tiny bug
0.00%:  tearing up this
0.00%:  tearing up this web
0.00%:  like you were eating but grew
0.00%:  like when you write gre
0.00%:  like an entire gum tree there
0.00%:  real green in your teeth but
0.00%:  like your teeth were super t
0.00%:  not re
0.00%:  like peanut butter in the se
0.00%:  like peanut butter in the sewer
0.00%:  like peanut butter in the sewer gr
0.00%:  been waiting
0.00%:  growing we
0.00%:  like grape nuts but
0.00%:  tearing up the entire gesture
0.00%:  like your teeth are sperm in
0.00%:  in your teeth super real
0.00%:  leaking into the rest
0.00%:  the sour
0.00%:  like your teeth are spewing tr
0.00%:  like you were the big
0.00%:  like a green tiger or
0.00%:  a nutty problem
0.00%:  like when you regret eating pe
0.00%:  between your gums like a tree with
0.00%:  up in there like stub
0.00%:  some new
0.00%:  like when a green
0.00%:  like your teeth are spewing unru
0.00%:  like peanuts but
0.00%:  in your teeth like peanuts
0.00%:  merry
0.00%:  unlike we
0.00%:  like the time we were up at your
0.00%:  like greater
0.00%:  like your entire gums are te
0.00%:  time to get this guy
0.00%:  like when you raise
0.00%:  making it so
0.00%:  like peanut butter or when
0.00%:  like up in there between your gums at
0.00%:  up in your teeth like a sweet
0.00%:  peanut butter more
0.00%:  peanut butter more like
0.00%:  peanut butter more like it
0.00%:  truly the best we
0.00%:  like they put a number
0.00%:  like peanut butter then
0.00%:  the slim
0.00%:  like being at home
0.00%:  between your gums p
0.00%:  like your teeth are seeing butter
0.00%:  like a green burger p
0.00%:  morning teeth
0.00%:  between your teeth up like it
0.00%:  like there was one
0.00%:  between your teeth like raw g
0.00%:  between your teeth like raw ginger
0.00%:  in between your teeth like pu
0.00%:  like when your peanut butter t
0.00%:  like a tree grew in there but you
0.00%:  got trees
0.00%:  like your teeth are weiner p
0.00%:  like a green tongue but times
0.00%:  up in your teeth like a web
0.00%:  like your teeth are big mugs
0.00%:  real bu
0.00%:  like a tongue burger where it
0.00%:  in between your gums at like
0.00%:  in between your gums at like three
0.00%:  like you put the entire western
0.00%:  like peanut butter where you gum
0.00%:  right in between your es
0.00%:  up in your teeth is
0.00%:  like they were eating t
0.00%:  got me pretty r
0.00%:  like green peanut butter wig
0.00%:  like a green tree with rust
0.00%:  staying there until we get our
0.00%:  near your gums in
0.00%:  near your gums in there
0.00%:  some bright
0.00%:  like your teeth were eating sn
0.00%:  like where you put a butter
0.00%:  tearing my soul in
0.00%:  like you were eating the pe
0.00%:  super h
0.00%:  like when you were pet
0.00%:  like a tiny green bug or
0.00%:  like the time you ate green pe
0.00%:  like your teeth are beer m
0.00%:  between your teeth gum g
0.00%:  up in your ear
0.00%:  like green peanut butter replaced the
0.00%:  like green peanut butter so there
0.00%:  getting up in your tear
0.00%:  your letters
0.00%:  time to take the green
0.00%:  like peanut butter wine
0.00%:  to make
0.00%:  to make sure there
0.00%:  to make sure we
0.00%:  like when you are using
0.00%:  way better to see in
0.00%:  like when we meet our
0.00%:  like when we meet our parents
0.00%:  like green peanut better or
0.00%:  like the top 
0.00%:  like your teeth grew a be
0.00%:  tearing up my entire web
0.00%:  spewing out here like
0.00%:  like you ate the green butter
0.00%:  like your teeth went burger eating
0.00%:  between your teeth like a gum er
0.00%:  my e
0.00%:  not like there was green
0.00%:  like a tree in between
0.00%:  not like there are pre
0.00%:  like when you ate but
0.00%:  between my teeth so
0.00%:  pretty rag
0.00%:  in your teeth like a rug
0.00%:  like gum between teeth you
0.00%:  a lot green between there
0.00%:  between the gums like in
0.00%:  between the gums like in your
0.00%:  better when you use it
0.00%:  one big green p
0.00%:  up in there near
0.00%:  up in there near your g
0.00%:  up in there near your gum
0.00%:  up in there near your gums like
0.00%:  real spring
0.00%:  letting me know there are web
0.00%:  not like the time we were at
0.00%:  like when you pin
0.00%:  beating
0.00%:  beating your
0.00%:  beating up
0.00%:  got like the entire green
0.00%:  like your teeth are new bus
0.00%:  like you ate teeth
0.00%:  right between your gums a
0.00%:  the warm
0.00%:  like when you eat gum in
0.00%:  like a tiny bug or
0.00%:  up in there between your gums like a t
0.00%:  like that time we were pr
0.00%:  like when you eat green beer
0.00%:  like peanut butter when you gig
0.00%:  like peanut butter with your resume
0.00%:  like peanut butter with green rem
0.00%:  like when it gets between your pre
0.00%:  like your gums are her
0.00%:  like the green part but more
0.00%:  a milk
0.00%:  like when you get nut
0.00%:  in there like green p
0.00%:  like when you rub egg
0.00%:  like a super green un
0.00%:  like you were there but were replaced
0.00%:  like a huge tree grew
0.00%:  like a huge tree grew out
0.00%:  near your gums like three
0.00%:  between your teeth like a unit
0.00%:  like gum in your teeth but a
0.00%:  like a true story where we
0.00%:  been in the same
0.00%:  like a tiny green gre
0.00%:  like it got sm
0.00%:  partly in
0.00%:  been unlike
0.00%:  worth saying
0.00%:  like that time you were egg
0.00%:  mas
0.00%:  like a pretty intense rem
0.00%:  like when you put a te
0.00%:  like peanut butter ret
0.00%:  a brother
0.00%:  between your teeth like a nuts
0.00%:  your single
0.00%:  like su
0.00%:  like your teeth were a singer
0.00%:  the ugliest meeting
0.00%:  between your teeth like it was gru
0.00%:  like that green po
0.00%:  like you were staging
0.00%:  best when
0.00%:  like when you get burnt mar
0.00%:  like when you get burger water
0.00%:  like you were arguing the best
0.00%:  in there like gum between two
0.00%:  like a thing between our
0.00%:  way in there bro
0.00%:  like a big green sh
0.00%:  between your teeth like a winter sp
0.00%:  like grape nuts between your right
0.00%:  like a huge brown tree
0.00%:  like this green tree or
0.00%:  like when you eat but regret
0.00%:  more like the green in p
0.00%:  green but not the same
